student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits
STU13658,AI301,Fall 2024,2,47.0,44.7,46.3,1.85,4
STU13659,AI301,Fall 2024,2,43.1,41.2,42.5,1.7,4
STU13660,CS101,Fall 2023,0,54.8,52.5,54.1,2.16,3
STU13661,CS101,Spring 2025,3,58.2,60.1,58.8,2.35,4
STU13662,DS201,Fall 2023,0,59.4,57.9,59.0,2.36,3
STU13663,DB401,Fall 2023,0,68.6,74.0,70.2,2.81,4
STU13664,SE501,Fall 2025,4,56.3,55.2,56.0,2.24,4
STU13665,DB401,Spring 2026,5,59.8,55.9,58.6,2.34,4
STU13666,DS201,Spring 2024,1,50.7,50.8,50.7,2.03,4
STU13667,CS101,Fall 2023,0,51.2,50.3,50.9,2.04,3
STU13668,SE501,Fall 2025,4,52.8,52.9,52.8,2.11,3
STU13669,DB401,Fall 2025,4,58.1,56.8,57.7,2.31,4
STU13670,CS101,Fall 2025,4,60.2,50.1,57.2,2.29,4
STU13671,CS101,Fall 2023,0,48.9,45.7,47.9,1.92,4
STU13672,SE501,Fall 2024,2,69.1,73.5,70.4,2.82,3
STU13673,CS101,Spring 2024,1,57.4,54.8,56.6,2.26,3
STU13674,DB401,Spring 2025,3,52.8,43.6,50.1,2.0,4
STU13675,AI301,Fall 2024,2,65.8,66.3,65.9,2.64,4
STU13676,AI301,Fall 2024,2,60.8,65.3,62.2,2.49,4
STU13677,DB401,Spring 2024,1,42.7,50.9,45.2,1.81,4
STU13678,CS101,Fall 2024,2,40.5,44.1,41.6,1.66,4
STU13679,DS201,Fall 2023,0,49.7,54.9,51.3,2.05,3
STU13680,CS101,Spring 2025,3,55.1,59.2,56.3,2.25,3
STU13681,CS101,Fall 2025,4,67.1,67.8,67.3,2.69,4
STU13682,SE501,Spring 2026,5,82.1,76.4,80.4,3.22,3
STU13683,DS201,Spring 2024,1,80.7,80.2,80.6,3.22,4
STU13684,CS101,Spring 2024,1,50.3,53.8,51.4,2.06,4
STU13685,DS201,Fall 2025,4,62.3,62.5,62.3,2.49,3
STU13686,DS201,Spring 2024,1,63.3,69.2,65.1,2.6,4
STU13687,CS101,Spring 2025,3,64.4,65.6,64.8,2.59,4
STU13688,SE501,Fall 2023,0,44.3,42.6,43.8,1.75,3
STU13689,CS101,Spring 2026,5,56.2,58.3,56.8,2.27,4
STU13690,AI301,Spring 2026,5,42.7,38.9,41.6,1.66,3
STU13691,DS201,Fall 2023,0,31.3,31.7,31.4,1.26,3
STU13692,SE501,Fall 2023,0,44.1,42.7,43.7,1.75,3
STU13693,AI301,Fall 2024,2,61.6,56.4,60.0,2.4,3
STU13694,AI301,Spring 2025,3,56.5,60.1,57.6,2.3,3
STU13695,DS201,Fall 2024,2,56.3,51.6,54.9,2.2,3
STU13696,AI301,Fall 2023,0,51.9,53.2,52.3,2.09,4
STU13697,SE501,Spring 2024,1,48.9,47.0,48.3,1.93,4
STU13698,AI301,Spring 2024,1,35.8,37.3,36.2,1.45,3
STU13699,DB401,Spring 2025,3,43.6,43.8,43.7,1.75,4
STU13700,CS101,Spring 2024,1,65.4,62.4,64.5,2.58,3
STU13701,CS101,Fall 2024,2,67.8,67.6,67.7,2.71,4
STU13702,CS101,Spring 2025,3,58.8,59.1,58.9,2.36,4
STU13703,CS101,Spring 2024,1,60.2,66.5,62.1,2.48,4
STU13704,AI301,Spring 2024,1,67.1,76.4,69.9,2.8,4
STU13705,CS101,Spring 2025,3,39.8,34.9,38.3,1.53,3
STU13706,DB401,Fall 2023,0,81.3,78.0,80.3,3.21,3
STU13707,AI301,Spring 2024,1,58.7,47.1,55.2,2.21,4
STU13708,AI301,Spring 2024,1,52.1,46.2,50.3,2.01,3
STU13709,AI301,Fall 2023,0,51.5,46.9,50.1,2.0,3
STU13710,SE501,Fall 2025,4,49.1,38.5,45.9,1.84,3
STU13711,SE501,Spring 2024,1,63.1,55.1,60.7,2.43,3
STU13712,DS201,Fall 2023,0,51.1,49.6,50.6,2.02,4
STU13713,AI301,Spring 2024,1,62.7,60.1,61.9,2.48,3
STU13714,CS101,Fall 2024,2,35.0,32.8,34.4,1.38,3
STU13715,DB401,Fall 2023,0,53.7,49.4,52.4,2.1,4
STU13716,DB401,Fall 2024,2,67.5,81.5,71.7,2.87,4
STU13717,AI301,Spring 2025,3,49.8,51.7,50.4,2.02,4
STU13718,SE501,Spring 2025,3,56.5,56.2,56.4,2.26,3
STU13719,SE501,Fall 2024,2,47.4,53.8,49.3,1.97,3
STU13720,AI301,Spring 2025,3,56.6,55.7,56.3,2.25,3
STU13721,CS101,Spring 2025,3,68.5,61.6,66.4,2.66,4
STU13722,CS101,Spring 2024,1,63.8,60.0,62.7,2.51,4
STU13723,SE501,Fall 2024,2,58.1,66.1,60.5,2.42,4
STU13724,AI301,Spring 2026,5,87.5,85.8,87.0,3.48,4
STU13725,DS201,Fall 2025,4,49.6,40.8,47.0,1.88,4
STU13726,AI301,Spring 2025,3,66.2,70.0,67.3,2.69,4
STU13727,AI301,Fall 2024,2,70.7,72.4,71.2,2.85,4
STU13728,SE501,Spring 2025,3,53.9,50.9,53.0,2.12,3
STU13729,DS201,Fall 2024,2,56.3,57.2,56.6,2.26,4
STU13730,DS201,Fall 2024,2,65.0,71.6,67.0,2.68,3
STU13731,DS201,Spring 2026,5,64.0,67.6,65.1,2.6,4
STU13732,CS101,Spring 2024,1,50.2,49.1,49.9,2.0,4
STU13733,AI301,Fall 2023,0,50.4,56.3,52.2,2.09,3
STU13734,SE501,Spring 2024,1,58.2,65.7,60.4,2.42,3
STU13735,DB401,Fall 2023,0,38.7,33.8,37.2,1.49,3
STU13736,CS101,Fall 2024,2,51.1,62.1,54.4,2.18,3
STU13737,SE501,Spring 2024,1,43.6,44.1,43.7,1.75,3
STU13738,SE501,Spring 2024,1,49.0,52.4,50.0,2.0,3
STU13739,AI301,Spring 2026,5,51.3,51.8,51.5,2.06,3
STU13740,DS201,Spring 2025,3,47.5,50.5,48.4,1.94,4
STU13741,DB401,Spring 2024,1,58.5,61.2,59.3,2.37,3
STU13742,SE501,Fall 2024,2,61.2,58.7,60.5,2.42,3
STU13743,CS101,Spring 2024,1,68.4,69.6,68.8,2.75,3
STU13744,CS101,Spring 2025,3,46.6,52.2,48.3,1.93,4
STU13745,AI301,Spring 2025,3,54.0,51.4,53.2,2.13,3
STU13746,DS201,Fall 2024,2,64.0,69.0,65.5,2.62,3
STU13747,SE501,Spring 2025,3,44.4,37.2,42.3,1.69,3
STU13748,SE501,Fall 2024,2,57.1,60.5,58.1,2.32,4
STU13749,DS201,Fall 2025,4,63.2,77.1,67.4,2.7,4
STU13750,DB401,Spring 2024,1,55.2,57.4,55.9,2.24,4
STU13751,SE501,Spring 2024,1,53.6,46.9,51.6,2.06,4
STU13752,AI301,Fall 2024,2,64.4,68.9,65.8,2.63,4
STU13753,CS101,Fall 2025,4,61.7,69.6,64.1,2.56,4
STU13754,DS201,Fall 2025,4,38.6,41.3,39.4,1.58,4
STU13755,DS201,Fall 2024,2,66.2,64.3,65.6,2.62,4
STU13756,DS201,Spring 2025,3,35.1,30.5,33.7,1.35,4
STU13757,SE501,Spring 2024,1,62.8,63.2,62.9,2.52,3
STU13758,DB401,Fall 2025,4,51.3,54.2,52.2,2.09,4
STU13759,DB401,Fall 2025,4,66.6,57.5,63.9,2.56,4
STU13760,DS201,Spring 2024,1,44.2,51.0,46.2,1.85,3
STU13761,CS101,Spring 2026,5,37.3,30.0,35.1,1.4,4
STU13762,SE501,Spring 2024,1,59.7,64.7,61.2,2.45,3
STU13763,SE501,Fall 2024,2,39.9,43.8,41.1,1.64,4
STU13764,AI301,Fall 2023,0,53.1,58.5,54.7,2.19,4
STU13765,DS201,Fall 2024,2,59.0,52.3,57.0,2.28,4
STU13766,AI301,Fall 2024,2,71.1,76.3,72.7,2.91,4
STU13767,SE501,Fall 2024,2,64.9,76.9,68.5,2.74,3
STU13768,SE501,Fall 2023,0,65.3,64.6,65.1,2.6,4
STU13769,DS201,Fall 2023,0,62.6,63.9,63.0,2.52,4
STU13770,SE501,Fall 2025,4,57.1,50.1,55.0,2.2,3
STU13771,AI301,Spring 2024,1,60.7,56.8,59.5,2.38,3
STU13772,DB401,Spring 2025,3,51.3,49.9,50.9,2.04,3
STU13773,DB401,Spring 2025,3,63.1,56.5,61.1,2.44,3
STU13774,CS101,Fall 2023,0,57.2,51.9,55.6,2.22,3
STU13775,DS201,Fall 2025,4,40.4,38.3,39.8,1.59,3
STU13776,SE501,Spring 2024,1,55.8,58.7,56.7,2.27,3
STU13777,SE501,Spring 2024,1,56.4,49.2,54.2,2.17,4
STU13778,AI301,Spring 2024,1,48.4,48.1,48.3,1.93,3
STU13779,CS101,Spring 2026,5,63.7,55.8,61.3,2.45,3
STU13780,CS101,Spring 2024,1,60.5,60.2,60.4,2.42,3
STU13781,AI301,Fall 2024,2,65.4,72.4,67.5,2.7,3
STU13782,DS201,Fall 2024,2,44.6,46.0,45.0,1.8,4
STU13783,AI301,Spring 2024,1,66.2,72.3,68.0,2.72,3
STU13784,SE501,Fall 2025,4,42.8,42.9,42.8,1.71,3
STU13785,SE501,Spring 2024,1,52.5,54.3,53.0,2.12,4
STU13786,DB401,Spring 2026,5,53.6,49.4,52.4,2.1,3
STU13787,CS101,Fall 2023,0,44.7,48.2,45.8,1.83,3
STU13788,DB401,Fall 2025,4,66.5,63.4,65.6,2.62,4
STU13789,DS201,Fall 2024,2,64.5,58.4,62.7,2.51,3
STU13790,DS201,Spring 2024,1,46.0,45.8,45.9,1.84,4
STU13791,CS101,Fall 2024,2,42.7,35.1,40.4,1.62,4
STU13792,CS101,Spring 2026,5,58.5,61.6,59.4,2.38,4
STU13793,CS101,Spring 2024,1,44.9,54.6,47.8,1.91,4
STU13794,DS201,Spring 2025,3,71.7,70.3,71.3,2.85,4
STU13795,DS201,Spring 2026,5,47.1,45.9,46.7,1.87,3
STU13796,DB401,Fall 2025,4,57.1,59.6,57.8,2.31,4
STU13797,DB401,Spring 2025,3,54.5,57.4,55.4,2.22,3
STU13798,DB401,Spring 2026,5,55.4,56.1,55.6,2.22,3
STU13799,DB401,Fall 2023,0,47.6,39.5,45.2,1.81,4
STU13800,DB401,Spring 2026,5,44.9,50.9,46.7,1.87,4
STU13801,DB401,Fall 2023,0,62.0,67.4,63.6,2.54,3
STU13802,DS201,Fall 2023,0,64.9,58.8,63.1,2.52,3
STU13803,AI301,Fall 2024,2,34.7,30.0,33.3,1.33,3
STU13804,DB401,Spring 2025,3,50.1,63.7,54.2,2.17,3
STU13805,DS201,Fall 2023,0,54.0,50.3,52.9,2.12,3
STU13806,DS201,Spring 2026,5,67.4,60.3,65.3,2.61,4
STU13807,DB401,Spring 2025,3,61.2,46.7,56.8,2.27,3
STU13808,DS201,Fall 2024,2,50.2,47.7,49.5,1.98,4
STU13809,SE501,Spring 2024,1,54.2,56.9,55.0,2.2,4
STU13810,CS101,Fall 2023,0,35.0,44.6,37.9,1.52,4
STU13811,DS201,Spring 2024,1,54.2,52.3,53.6,2.14,4
STU13812,DB401,Fall 2024,2,71.0,61.9,68.3,2.73,4
STU13813,SE501,Fall 2024,2,47.0,49.1,47.6,1.9,4
STU13814,AI301,Spring 2024,1,45.6,47.1,46.1,1.84,4
STU13815,SE501,Fall 2025,4,49.4,45.9,48.4,1.94,3
STU13816,AI301,Spring 2024,1,57.0,55.4,56.5,2.26,4
STU13817,DS201,Spring 2024,1,65.0,65.8,65.2,2.61,3
STU13818,CS101,Spring 2025,3,45.6,49.7,46.8,1.87,4
STU13819,DS201,Spring 2025,3,41.8,44.6,42.6,1.7,3
STU13820,DS201,Fall 2025,4,70.0,71.3,70.4,2.82,4
STU13821,CS101,Spring 2025,3,61.9,62.1,61.9,2.48,4
STU13822,DS201,Spring 2026,5,47.1,56.8,50.0,2.0,3
STU13823,SE501,Spring 2024,1,69.9,72.6,70.7,2.83,3
STU13824,SE501,Fall 2025,4,69.5,75.0,71.2,2.85,4
STU13825,DS201,Spring 2026,5,53.6,58.0,54.9,2.2,3
STU13826,SE501,Spring 2025,3,47.2,49.0,47.7,1.91,4
STU13827,SE501,Fall 2023,0,35.1,42.6,37.4,1.5,3
STU13828,DB401,Spring 2024,1,40.7,36.9,39.5,1.58,4
STU13829,CS101,Fall 2025,4,34.9,39.1,36.2,1.45,4
STU13830,SE501,Fall 2023,0,56.2,49.6,54.2,2.17,3
STU13831,AI301,Spring 2025,3,65.2,65.6,65.3,2.61,3
STU13832,DB401,Spring 2024,1,63.2,53.6,60.3,2.41,3
STU13833,AI301,Fall 2025,4,66.0,59.7,64.1,2.56,3
STU13834,SE501,Spring 2024,1,75.7,73.6,75.1,3.0,3
STU13835,AI301,Fall 2023,0,45.0,54.1,47.7,1.91,3
STU13836,DS201,Fall 2025,4,51.7,50.9,51.5,2.06,3
STU13837,DS201,Spring 2026,5,35.1,38.8,36.2,1.45,3
STU13838,CS101,Spring 2026,5,60.9,68.4,63.1,2.52,3
STU13839,AI301,Spring 2026,5,47.0,45.8,46.6,1.86,4
STU13840,DB401,Fall 2025,4,59.2,67.8,61.8,2.47,3
STU13841,CS101,Fall 2023,0,40.1,39.9,40.0,1.6,3
STU13842,CS101,Spring 2026,5,62.2,57.1,60.7,2.43,3
STU13843,DB401,Spring 2026,5,62.6,68.1,64.3,2.57,3
STU13844,SE501,Spring 2026,5,77.4,80.5,78.3,3.13,3
STU13845,DB401,Fall 2025,4,41.0,39.5,40.5,1.62,3
STU13846,SE501,Spring 2024,1,66.8,62.0,65.4,2.62,4
STU13847,AI301,Spring 2026,5,54.7,59.8,56.2,2.25,3
STU13848,CS101,Fall 2025,4,40.0,34.4,38.3,1.53,3
STU13849,SE501,Fall 2025,4,56.0,45.2,52.8,2.11,4
STU13850,SE501,Spring 2025,3,62.3,68.1,64.1,2.56,3
STU13851,DS201,Fall 2025,4,79.8,84.2,81.1,3.24,4
STU13852,DB401,Fall 2023,0,35.7,39.1,36.7,1.47,3
STU13853,DB401,Spring 2026,5,63.6,62.2,63.2,2.53,4
STU13854,AI301,Spring 2024,1,51.4,54.8,52.4,2.1,3
STU13855,DB401,Fall 2023,0,41.0,37.2,39.8,1.59,4
STU13856,CS101,Fall 2025,4,56.0,56.9,56.3,2.25,4
STU13857,AI301,Fall 2024,2,55.2,64.1,57.9,2.32,4
STU13858,CS101,Fall 2024,2,57.3,57.2,57.3,2.29,3
STU13859,AI301,Fall 2024,2,52.0,54.3,52.7,2.11,4
STU13860,AI301,Spring 2024,1,48.5,41.9,46.5,1.86,3
STU13861,DS201,Fall 2024,2,51.8,49.4,51.1,2.04,4
STU13862,CS101,Fall 2025,4,60.1,59.0,59.8,2.39,4
STU13863,DS201,Spring 2025,3,57.8,63.3,59.4,2.38,4
STU13864,CS101,Spring 2024,1,47.7,58.0,50.8,2.03,4
STU13865,CS101,Fall 2023,0,52.7,54.5,53.3,2.13,4
STU13866,DS201,Spring 2024,1,57.1,48.5,54.5,2.18,4
STU13867,CS101,Fall 2023,0,62.0,56.1,60.2,2.41,3
STU13868,DS201,Fall 2023,0,40.3,46.1,42.0,1.68,3
STU13869,SE501,Fall 2023,0,48.9,45.4,47.9,1.92,3
STU13870,DS201,Fall 2024,2,54.6,58.5,55.8,2.23,4
STU13871,AI301,Fall 2025,4,80.0,81.8,80.5,3.22,4
STU13872,CS101,Spring 2026,5,36.6,36.8,36.6,1.46,3
STU13873,AI301,Fall 2025,4,62.6,64.0,63.0,2.52,4
STU13874,AI301,Spring 2024,1,46.8,47.7,47.1,1.88,4
STU13875,CS101,Fall 2024,2,61.0,54.4,59.0,2.36,3
STU13876,CS101,Spring 2024,1,63.3,61.9,62.9,2.52,4
STU13877,CS101,Fall 2024,2,57.7,68.4,60.9,2.44,3
STU13878,CS101,Spring 2026,5,59.2,53.7,57.5,2.3,3
STU13879,CS101,Fall 2025,4,55.7,50.1,54.0,2.16,4
STU13880,DB401,Fall 2025,4,37.5,35.2,36.8,1.47,4
STU13881,CS101,Fall 2025,4,57.6,67.0,60.4,2.42,4
STU13882,CS101,Fall 2025,4,48.1,43.6,46.8,1.87,3
STU13883,SE501,Fall 2025,4,53.8,51.4,53.1,2.12,4
STU13884,CS101,Fall 2023,0,63.3,58.2,61.8,2.47,3
STU13885,SE501,Fall 2024,2,60.9,58.3,60.1,2.4,4
STU13886,SE501,Spring 2025,3,55.0,53.6,54.6,2.18,3
STU13887,CS101,Fall 2024,2,59.4,61.8,60.1,2.4,4
STU13888,DB401,Spring 2026,5,59.9,51.7,57.4,2.3,4
STU13889,DB401,Spring 2026,5,53.8,55.0,54.2,2.17,4
STU13890,SE501,Spring 2026,5,49.7,44.8,48.2,1.93,4
STU13891,AI301,Fall 2023,0,52.0,54.3,52.7,2.11,3
STU13892,CS101,Spring 2024,1,57.7,50.2,55.4,2.22,4
STU13893,CS101,Spring 2026,5,76.1,74.7,75.7,3.03,3
STU13894,CS101,Spring 2024,1,51.4,46.8,50.0,2.0,4
STU13895,AI301,Fall 2024,2,62.0,62.5,62.1,2.48,4
STU13896,DB401,Spring 2026,5,77.9,85.8,80.3,3.21,3
STU13897,CS101,Fall 2024,2,53.3,56.3,54.2,2.17,4
STU13898,DS201,Spring 2025,3,61.9,65.0,62.8,2.51,4
STU13899,DS201,Fall 2023,0,48.2,47.9,48.1,1.92,4
STU13900,AI301,Spring 2025,3,63.0,62.1,62.7,2.51,4
STU13901,DS201,Spring 2025,3,46.3,45.6,46.1,1.84,4
STU13902,CS101,Fall 2024,2,40.6,39.3,40.2,1.61,3
STU13903,SE501,Fall 2025,4,56.5,53.4,55.6,2.22,3
STU13904,DS201,Spring 2026,5,54.6,50.9,53.5,2.14,4
STU13905,DB401,Spring 2025,3,61.6,57.9,60.5,2.42,3
STU13906,DB401,Fall 2025,4,55.8,54.4,55.4,2.22,4
STU13907,AI301,Spring 2026,5,48.0,43.3,46.6,1.86,4
STU13908,AI301,Fall 2023,0,60.6,61.6,60.9,2.44,4
STU13909,CS101,Spring 2024,1,56.6,49.0,54.3,2.17,4
STU13910,DS201,Spring 2026,5,54.6,56.3,55.1,2.2,4
STU13911,CS101,Fall 2025,4,50.5,50.4,50.5,2.02,4
STU13912,SE501,Fall 2025,4,52.7,61.0,55.2,2.21,3
STU13913,CS101,Spring 2025,3,56.7,63.2,58.6,2.34,3
STU13914,CS101,Spring 2026,5,58.4,53.1,56.8,2.27,4
STU13915,SE501,Fall 2024,2,65.7,65.6,65.7,2.63,4
STU13916,AI301,Spring 2026,5,71.7,73.3,72.2,2.89,4
STU13917,CS101,Spring 2025,3,50.1,47.1,49.2,1.97,4
STU13918,DS201,Fall 2023,0,59.6,55.1,58.3,2.33,3
STU13919,DS201,Fall 2024,2,55.9,57.1,56.3,2.25,3
STU13920,CS101,Fall 2024,2,55.2,58.5,56.2,2.25,4
STU13921,SE501,Fall 2024,2,55.5,55.7,55.6,2.22,3
STU13922,CS101,Fall 2024,2,55.1,54.2,54.8,2.19,3
STU13923,AI301,Fall 2025,4,63.6,62.7,63.3,2.53,3
STU13924,DS201,Fall 2023,0,38.8,33.1,37.1,1.48,3
STU13925,DS201,Fall 2025,4,60.5,64.0,61.5,2.46,3
STU13926,SE501,Spring 2024,1,50.0,51.0,50.3,2.01,4
STU13927,DS201,Fall 2025,4,48.7,49.3,48.9,1.96,3
STU13928,CS101,Spring 2024,1,71.2,73.5,71.9,2.88,3
STU13929,DB401,Fall 2023,0,56.7,69.9,60.7,2.43,3
STU13930,CS101,Spring 2025,3,61.6,71.0,64.4,2.58,4
STU13931,DB401,Fall 2024,2,69.3,71.5,69.9,2.8,3
STU13932,DB401,Fall 2023,0,45.2,42.1,44.3,1.77,4
STU13933,DB401,Fall 2024,2,59.1,63.4,60.4,2.42,4
STU13934,CS101,Spring 2026,5,60.9,59.7,60.5,2.42,4
STU13935,AI301,Fall 2024,2,43.8,44.4,44.0,1.76,4
STU13936,DS201,Spring 2025,3,65.6,69.9,66.9,2.68,4
STU13937,CS101,Fall 2023,0,39.3,41.8,40.0,1.6,3
STU13938,DB401,Fall 2025,4,58.4,59.3,58.7,2.35,4
STU13939,CS101,Fall 2025,4,71.8,74.7,72.7,2.91,4
STU13940,SE501,Fall 2025,4,62.4,67.9,64.1,2.56,3
STU13941,SE501,Fall 2023,0,56.9,50.3,54.9,2.2,4
STU13942,CS101,Spring 2026,5,75.1,77.8,75.9,3.04,3
STU13943,DB401,Fall 2025,4,53.0,48.5,51.6,2.06,3
STU13944,DS201,Fall 2023,0,56.5,58.7,57.2,2.29,3
STU13945,DS201,Spring 2026,5,61.3,55.4,59.5,2.38,4
STU13946,SE501,Fall 2025,4,48.3,48.5,48.4,1.94,3
STU13947,DB401,Spring 2024,1,60.9,61.5,61.1,2.44,3
STU13948,CS101,Spring 2026,5,57.6,57.2,57.5,2.3,3
STU13949,SE501,Fall 2025,4,56.0,59.3,57.0,2.28,4
STU13950,DS201,Fall 2024,2,46.4,44.9,46.0,1.84,3
STU13951,CS101,Spring 2026,5,60.2,59.0,59.8,2.39,4
STU13952,DS201,Spring 2026,5,60.4,60.0,60.3,2.41,3
STU13953,DB401,Fall 2024,2,63.5,60.1,62.5,2.5,3
STU13954,SE501,Spring 2025,3,65.2,63.0,64.6,2.58,3
STU13955,AI301,Spring 2025,3,49.6,53.2,50.7,2.03,4
STU13956,DB401,Fall 2025,4,52.0,55.8,53.1,2.12,4
STU13957,SE501,Spring 2024,1,51.4,47.5,50.2,2.01,4
STU13958,AI301,Spring 2025,3,36.5,39.8,37.5,1.5,4
STU13959,DB401,Fall 2023,0,67.5,60.2,65.3,2.61,4
STU13960,DB401,Fall 2024,2,67.6,66.0,67.1,2.68,4
STU13961,CS101,Fall 2024,2,67.6,61.9,65.9,2.64,4
STU13962,DS201,Fall 2023,0,53.1,53.5,53.2,2.13,4
STU13963,CS101,Fall 2025,4,60.6,60.6,60.6,2.42,4
STU13964,CS101,Fall 2023,0,48.0,55.0,50.1,2.0,3
STU13965,SE501,Spring 2025,3,52.4,58.9,54.3,2.17,4
STU13966,DS201,Spring 2026,5,72.2,69.9,71.5,2.86,4
STU13967,AI301,Fall 2025,4,59.9,60.1,59.9,2.4,3
STU13968,SE501,Fall 2024,2,52.8,48.4,51.5,2.06,3
STU13969,DB401,Spring 2025,3,47.0,43.8,46.1,1.84,3
STU13970,CS101,Spring 2024,1,60.1,52.4,57.8,2.31,3
STU13971,DS201,Spring 2024,1,47.0,49.8,47.8,1.91,3
STU13972,DS201,Spring 2026,5,75.9,72.2,74.8,2.99,4
STU13973,SE501,Fall 2024,2,36.4,32.7,35.3,1.41,3
STU13974,SE501,Fall 2024,2,57.1,54.7,56.4,2.26,4
STU13975,CS101,Fall 2023,0,47.4,45.0,46.7,1.87,3
STU13976,DS201,Spring 2025,3,61.1,56.7,59.8,2.39,3
STU13977,DB401,Fall 2023,0,54.8,58.7,56.0,2.24,3
STU13978,SE501,Spring 2024,1,56.0,56.3,56.1,2.24,4
STU13979,DB401,Spring 2026,5,62.1,58.7,61.1,2.44,3
STU13980,DS201,Fall 2023,0,54.0,53.6,53.9,2.16,4
STU13981,CS101,Fall 2024,2,49.8,48.8,49.5,1.98,3
STU13982,DS201,Fall 2024,2,40.3,39.4,40.0,1.6,3
STU13983,CS101,Spring 2026,5,39.7,42.6,40.6,1.62,4
STU13984,CS101,Spring 2025,3,43.1,44.9,43.6,1.74,4
STU13985,SE501,Spring 2025,3,51.5,61.1,54.4,2.18,4
STU13986,AI301,Fall 2023,0,49.3,44.4,47.8,1.91,3
STU13987,DB401,Fall 2023,0,68.2,76.7,70.8,2.83,4
STU13988,SE501,Fall 2025,4,64.3,66.0,64.8,2.59,4
STU13989,CS101,Fall 2025,4,44.9,44.4,44.7,1.79,4
STU13990,AI301,Spring 2024,1,38.4,33.8,37.0,1.48,3
STU13991,CS101,Spring 2025,3,66.3,63.4,65.4,2.62,3
STU13992,DS201,Fall 2024,2,57.3,57.9,57.5,2.3,4
STU13993,DS201,Spring 2026,5,69.4,64.1,67.8,2.71,4
STU13994,SE501,Fall 2024,2,48.8,48.3,48.6,1.94,3
STU13995,SE501,Spring 2025,3,59.3,68.7,62.1,2.48,4
STU13996,CS101,Spring 2024,1,46.1,47.4,46.5,1.86,3
STU13997,SE501,Spring 2026,5,60.4,62.6,61.1,2.44,4
STU13998,SE501,Spring 2025,3,53.5,48.3,51.9,2.08,4
STU13999,DS201,Spring 2024,1,64.5,66.9,65.2,2.61,3
STU14000,DS201,Fall 2023,0,53.6,45.8,51.3,2.05,3
STU14001,AI301,Spring 2024,1,56.5,45.1,53.1,2.12,3
STU14002,SE501,Spring 2024,1,51.5,53.8,52.2,2.09,3
STU14003,DS201,Spring 2026,5,63.7,64.3,63.9,2.56,3
STU14004,DS201,Fall 2023,0,63.4,70.3,65.5,2.62,3
STU14005,DS201,Fall 2024,2,52.7,43.8,50.0,2.0,4
STU14006,AI301,Fall 2024,2,68.6,72.7,69.8,2.79,4
STU14007,SE501,Fall 2025,4,56.8,55.6,56.4,2.26,3
STU14008,DB401,Spring 2026,5,65.6,69.1,66.7,2.67,3
STU14009,DS201,Fall 2025,4,44.4,37.3,42.3,1.69,3
STU14010,CS101,Fall 2024,2,57.8,60.2,58.5,2.34,3
STU14011,CS101,Fall 2025,4,46.5,38.7,44.1,1.76,3
STU14012,DB401,Fall 2023,0,73.9,80.8,76.0,3.04,3
STU14013,DS201,Spring 2026,5,66.0,63.2,65.2,2.61,3
STU14014,DB401,Spring 2026,5,58.4,57.4,58.1,2.32,4
STU14015,SE501,Fall 2025,4,73.1,74.9,73.7,2.95,4
STU14016,CS101,Fall 2023,0,73.8,69.2,72.4,2.9,4
STU14017,DS201,Fall 2025,4,44.8,48.5,45.9,1.84,4
STU14018,SE501,Spring 2026,5,43.9,49.7,45.7,1.83,4
STU14019,SE501,Fall 2025,4,43.5,35.6,41.1,1.64,4
STU14020,SE501,Fall 2024,2,59.4,57.0,58.7,2.35,4
STU14021,DB401,Fall 2023,0,48.3,45.3,47.4,1.9,4
STU14022,SE501,Fall 2024,2,57.6,52.4,56.0,2.24,4
STU14023,AI301,Spring 2024,1,49.8,49.5,49.7,1.99,4
STU14024,AI301,Spring 2026,5,63.9,65.9,64.5,2.58,4
STU14025,DB401,Spring 2026,5,47.1,42.9,45.9,1.84,4
STU14026,DB401,Spring 2025,3,60.8,68.9,63.2,2.53,3
STU14027,CS101,Spring 2025,3,57.5,57.4,57.5,2.3,4
STU14028,DS201,Fall 2024,2,37.6,38.3,37.8,1.51,4
STU14029,DB401,Spring 2025,3,43.3,44.3,43.6,1.74,4
STU14030,AI301,Spring 2024,1,76.9,69.8,74.8,2.99,4
STU14031,DS201,Spring 2025,3,51.2,43.3,48.8,1.95,4
STU14032,DB401,Fall 2023,0,50.2,56.2,52.0,2.08,4
STU14033,SE501,Fall 2023,0,47.9,54.5,49.9,2.0,3
STU14034,DB401,Fall 2025,4,39.5,44.3,40.9,1.64,3
STU14035,AI301,Fall 2025,4,49.8,47.5,49.1,1.96,3
STU14036,DS201,Spring 2026,5,68.2,64.4,67.0,2.68,4
STU14037,SE501,Spring 2026,5,57.9,55.1,57.1,2.28,3
STU14038,SE501,Spring 2024,1,65.3,54.9,62.2,2.49,4
STU14039,AI301,Fall 2025,4,50.3,48.8,49.8,1.99,4
STU14040,SE501,Spring 2024,1,71.3,70.8,71.2,2.85,4
STU14041,AI301,Spring 2026,5,45.8,45.0,45.5,1.82,4
STU14042,DB401,Spring 2024,1,54.9,51.4,53.8,2.15,4
STU14043,AI301,Fall 2023,0,45.1,46.2,45.4,1.82,3
STU14044,AI301,Spring 2024,1,48.7,53.8,50.2,2.01,4
