student_id,total_classes,classes_attended,attendance_rate,tardy_count
STU12791,45,28,63.1,4
STU12792,45,34,74.7,2
STU12793,40,25,61.9,7
STU12794,40,34,84.9,4
STU12795,45,30,66.8,2
STU12796,45,33,74.4,2
STU12797,45,30,65.6,3
STU12798,40,23,58.3,4
STU12799,45,26,58.2,1
STU12800,50,24,47.1,4
STU12801,50,32,63.2,5
STU12802,45,15,34.2,1
STU12803,40,25,61.5,3
STU12804,45,26,58.3,3
STU12805,50,28,55.9,3
STU12806,45,32,70.2,2
STU12807,45,29,63.9,2
STU12808,50,25,50.4,3
STU12809,40,13,31.9,4
STU12810,50,38,75.6,2
STU12811,45,34,75.9,9
STU12812,40,32,80.6,3
STU12813,40,30,75.0,1
STU12814,40,25,62.0,2
STU12815,50,38,76.1,2
STU12816,40,16,39.6,7
STU12817,40,22,56.2,0
STU12818,50,32,63.0,4
STU12819,40,24,58.9,0
STU12820,50,28,56.3,4
STU12821,50,35,70.6,6
STU12822,50,42,84.4,3
STU12823,45,33,73.2,1
STU12824,45,29,64.3,5
STU12825,40,21,53.6,3
STU12826,40,30,74.5,1
STU12827,50,37,74.4,6
STU12828,40,36,90.0,4
STU12829,40,18,44.7,2
STU12830,40,28,69.8,3
STU12831,40,29,72.8,2
STU12832,45,33,72.4,3
STU12833,45,36,81.0,1
STU12834,40,19,47.0,4
STU12835,40,22,54.4,2
STU12836,40,25,62.7,7
STU12837,50,31,62.1,1
STU12838,45,32,71.3,2
STU12839,40,29,72.6,0
STU12840,50,30,61.0,3
STU12841,45,28,61.6,4
STU12842,45,29,65.3,4
STU12843,45,27,60.9,4
STU12844,40,27,68.0,1
STU12845,45,35,77.0,2
STU12846,40,19,48.2,5
STU12847,40,21,51.6,1
STU12848,45,35,78.1,4
STU12849,40,33,81.5,2
STU12850,50,31,62.2,1
STU12851,50,36,71.2,4
STU12852,50,46,91.5,3
STU12853,45,37,82.9,5
STU12854,50,35,69.9,2
STU12855,45,27,60.1,4
STU12856,40,28,69.1,5
STU12857,40,27,66.8,3
STU12858,45,29,65.1,4
STU12859,45,36,79.9,4
STU12860,40,28,70.3,2
STU12861,45,34,75.1,2
STU12862,45,29,63.4,2
STU12863,40,33,81.6,5
STU12864,50,35,69.1,5
STU12865,40,27,66.9,3
STU12866,40,31,78.2,1
STU12867,45,23,52.2,4
STU12868,45,34,74.8,4
STU12869,40,26,66.0,3
STU12870,40,30,75.3,4
STU12871,50,41,82.7,3
STU12872,40,28,70.1,4
STU12873,40,30,75.7,4
STU12874,40,24,60.0,6
STU12875,50,29,58.1,2
STU12876,40,29,73.4,4
STU12877,50,41,81.7,4
STU12878,50,22,44.3,2
STU12879,40,29,71.7,2
STU12880,50,28,55.2,2
STU12881,45,33,72.5,8
STU12882,50,41,81.4,4
STU12883,45,22,49.7,2
STU12884,45,36,80.9,2
STU12885,45,36,80.3,5
STU12886,40,20,50.5,4
STU12887,40,27,68.2,7
STU12888,50,29,58.2,4
STU12889,40,23,56.6,1
STU12890,50,37,74.8,4
STU12891,40,21,51.3,3
STU12892,50,35,70.0,2
STU12893,40,22,55.2,4
STU12894,50,40,79.4,0
STU12895,45,34,75.3,3
STU12896,50,31,61.9,4
STU12897,45,28,61.3,2
STU12898,45,32,71.9,5
STU12899,50,37,74.3,4
STU12900,45,27,59.0,6
STU12901,40,28,69.8,3
STU12902,50,33,66.4,2
STU12903,40,28,69.0,1
STU12904,40,23,57.0,2
STU12905,50,20,39.0,2
STU12906,40,30,74.3,3
STU12907,50,32,64.6,2
STU12908,50,39,78.7,5
STU12909,40,25,63.5,3
STU12910,50,32,64.6,3
STU12911,50,30,60.9,1
STU12912,50,27,54.3,2
STU12913,40,30,75.2,4
STU12914,50,29,57.4,3
STU12915,45,30,66.3,3
STU12916,45,28,62.6,5
STU12917,45,28,62.0,3
STU12918,40,26,63.8,2
STU12919,40,24,61.2,6
STU12920,40,30,75.7,3
STU12921,50,39,78.7,2
STU12922,50,38,76.6,1
STU12923,40,27,67.1,4
STU12924,40,27,66.9,2
STU12925,45,32,71.9,1
STU12926,45,21,46.5,2
STU12927,45,29,64.6,1
STU12928,45,30,67.1,1
STU12929,40,30,75.4,2
STU12930,40,16,39.3,2
STU12931,45,45,100.0,2
STU12932,45,41,91.1,2
STU12933,45,23,50.4,3
STU12934,40,29,71.5,2
STU12935,40,27,66.8,1
STU12936,40,20,50.4,6
STU12937,50,29,57.7,3
STU12938,40,34,84.1,5
STU12939,50,35,70.9,5
STU12940,40,34,86.2,1
STU12941,40,34,86.0,3
STU12942,50,33,66.0,2
STU12943,45,31,69.9,4
STU12944,45,29,63.5,4
STU12945,50,31,61.7,4
STU12946,50,39,78.1,2
STU12947,50,40,81.0,0
STU12948,40,22,56.2,4
STU12949,50,19,38.3,5
STU12950,40,29,71.9,2
STU12951,50,38,75.6,5
STU12952,50,26,52.6,4
STU12953,50,50,99.5,2
STU12954,45,18,39.2,3
STU12955,50,22,44.5,3
STU12956,40,27,67.4,1
STU12957,45,26,58.4,6
STU12958,45,33,73.8,0
STU12959,45,23,51.5,3
STU12960,45,37,83.1,4
STU12961,45,30,67.7,5
STU12962,45,36,80.9,2
STU12963,50,32,64.3,5
STU12964,50,26,51.5,0
STU12965,45,26,58.4,7
STU12966,45,22,48.9,2
STU12967,40,33,83.2,4
STU12968,40,31,77.2,2
STU12969,45,24,54.1,1
STU12970,40,32,80.9,1
STU12971,40,26,64.3,3
STU12972,50,25,49.8,6
STU12973,50,38,75.0,4
STU12974,40,19,47.3,2
STU12975,50,18,36.9,0
STU12976,40,32,80.2,4
STU12977,50,40,79.7,1
STU12978,45,27,58.9,2
STU12979,45,24,53.8,2
STU12980,40,22,53.8,3
STU12981,40,31,77.9,6
STU12982,40,16,40.9,4
STU12983,50,36,71.6,1
STU12984,40,26,65.6,3
STU12985,50,36,72.0,1
STU12986,45,31,69.4,2
STU12987,45,37,83.1,6
STU12988,45,35,78.0,2
STU12989,50,35,70.9,3
STU12990,50,22,43.1,4
STU12991,45,34,75.0,3
STU12992,50,38,75.9,2
STU12993,50,28,56.6,4
STU12994,40,25,62.4,5
STU12995,50,29,57.4,2
STU12996,50,34,67.1,0
STU12997,40,31,78.6,4
STU12998,45,17,38.4,2
STU12999,45,24,54.3,3
STU13000,40,27,67.2,2
STU13001,45,27,60.6,4
STU13002,45,29,63.4,2
STU13003,45,30,67.2,2
STU13004,45,32,71.4,1
STU13005,50,29,57.8,3
STU13006,45,21,46.3,0
STU13007,50,42,84.0,3
STU13008,50,30,60.7,0
STU13009,45,38,83.5,4
STU13010,40,21,51.9,5
STU13011,50,36,73.0,2
STU13012,40,35,86.7,1
STU13013,45,22,49.6,3
STU13014,45,25,55.9,3
STU13015,40,27,67.4,0
STU13016,50,26,52.9,2
STU13017,50,35,69.8,3
STU13018,50,34,67.8,2
STU13019,50,33,66.5,2
STU13020,45,30,67.6,2
STU13021,50,40,80.6,1
STU13022,45,18,40.8,2
STU13023,50,30,60.7,7
STU13024,45,31,69.2,2
STU13025,50,25,50.9,3
STU13026,40,29,73.4,4
STU13027,50,25,49.5,2
STU13028,50,28,57.0,1
STU13029,40,31,78.5,3
STU13030,45,34,76.6,0
STU13031,50,32,64.5,2
STU13032,40,25,61.5,2
STU13033,50,32,63.9,2
STU13034,45,21,46.7,4
STU13035,50,39,77.1,9
STU13036,45,25,54.9,2
STU13037,45,34,75.6,0
STU13038,40,25,62.9,5
STU13039,50,27,53.6,5
STU13040,50,45,90.1,2
STU13041,40,27,68.3,4
STU13042,45,30,66.0,4
STU13043,40,17,43.2,4
STU13044,40,26,64.7,1
STU13045,40,21,52.1,3
STU13046,45,28,62.3,6
STU13047,45,29,65.1,3
STU13048,50,25,49.4,3
STU13049,40,23,58.0,3
STU13050,40,27,66.6,3
STU13051,50,26,51.3,2
STU13052,45,28,61.6,3
STU13053,45,34,75.5,2
STU13054,50,28,56.9,2
STU13055,50,38,75.5,3
STU13056,50,25,49.4,3
STU13057,50,41,81.6,0
STU13058,40,26,63.9,6
STU13059,45,30,65.7,3
STU13060,40,25,62.9,4
STU13061,45,26,58.0,2
STU13062,45,28,62.6,2
STU13063,45,34,74.8,9
STU13064,50,35,69.2,2
STU13065,45,31,68.9,3
STU13066,45,36,80.8,3
STU13067,50,36,72.4,1
STU13068,50,36,72.4,3
STU13069,40,29,71.4,1
STU13070,50,24,47.3,2
STU13071,40,28,69.6,4
STU13072,50,35,70.0,2
STU13073,40,26,64.4,3
STU13074,45,32,71.4,2
STU13075,50,22,43.0,3
STU13076,40,40,99.1,2
STU13077,45,28,62.6,4
STU13078,45,25,54.5,2
STU13079,40,30,74.8,1
STU13080,45,21,45.8,3
STU13081,40,15,36.9,3
STU13082,45,23,50.8,0
STU13083,45,36,78.9,3
STU13084,50,27,53.2,3
STU13085,45,35,78.4,2
STU13086,45,31,68.1,2
STU13087,50,36,72.4,1
STU13088,50,37,73.7,2
STU13089,50,38,76.6,3
STU13090,45,26,58.1,3
STU13091,50,34,68.5,4
STU13092,40,31,78.0,2
STU13093,45,31,69.7,3
STU13094,40,32,78.8,3
STU13095,40,34,84.5,2
STU13096,40,18,46.0,1
STU13097,45,34,76.1,4
STU13098,45,31,68.1,5
STU13099,40,26,64.3,2
STU13100,45,26,57.2,2
STU13101,45,32,70.6,5
STU13102,40,30,75.6,3
STU13103,45,32,70.5,0
STU13104,50,26,51.3,3
STU13105,45,31,69.5,3
STU13106,45,34,75.9,2
STU13107,40,23,56.8,4
STU13108,45,27,60.9,4
STU13109,40,22,54.6,1
STU13110,50,41,82.8,1
STU13111,50,37,73.7,1
STU13112,40,29,71.9,1
STU13113,40,32,79.6,2
STU13114,40,30,75.2,3
STU13115,50,27,54.9,4
STU13116,50,31,62.2,6
STU13117,40,25,62.9,4
STU13118,40,21,51.6,1
STU13119,40,24,60.1,6
STU13120,45,25,56.6,3
STU13121,45,34,75.6,3
STU13122,45,31,67.8,0
STU13123,45,27,61.1,4
STU13124,45,24,53.1,3
STU13125,45,32,71.5,5
STU13126,40,27,67.8,1
STU13127,50,33,65.3,3
STU13128,45,35,76.9,4
STU13129,45,24,53.8,3
STU13130,40,26,63.8,4
STU13131,50,29,58.6,0
STU13132,45,32,71.5,2
STU13133,50,39,77.8,1
STU13134,40,24,59.9,2
STU13135,45,32,72.2,1
STU13136,50,25,50.5,4
STU13137,50,33,65.9,4
STU13138,45,34,74.9,2
STU13139,40,31,76.8,6
STU13140,50,35,69.1,1
STU13141,45,33,72.3,1
STU13142,45,32,70.2,4
STU13143,50,28,55.7,1
STU13144,50,32,63.4,3
STU13145,50,40,79.3,4
STU13146,45,29,63.7,2
STU13147,45,30,67.3,1
STU13148,40,24,60.5,3
STU13149,50,39,78.7,5
STU13150,40,28,70.0,2
STU13151,40,31,77.1,0
STU13152,40,24,61.2,1
STU13153,50,34,67.4,2
STU13154,40,28,70.5,0
STU13155,40,30,73.8,0
STU13156,45,32,71.8,6
STU13157,50,34,67.8,4
STU13158,45,15,34.2,5
STU13159,40,28,70.7,2
STU13160,45,24,54.3,3
STU13161,40,35,88.3,4
STU13162,45,27,59.3,4
STU13163,50,41,82.8,3
STU13164,40,19,47.8,4
STU13165,50,37,73.2,3
STU13166,50,25,49.4,5
STU13167,40,26,65.9,4
STU13168,50,29,57.7,4
STU13169,40,19,48.6,0
STU13170,40,29,72.5,2
STU13171,45,35,76.8,3
STU13172,40,28,69.8,3
STU13173,45,23,50.2,4
STU13174,40,25,63.2,2
STU13175,50,39,78.9,2
STU13176,45,27,59.8,4
STU13177,40,26,66.2,3
STU13178,40,31,78.2,2
STU13179,50,32,63.3,2
STU13180,40,26,63.8,1
STU13181,50,34,68.8,4
STU13182,45,27,59.1,4
STU13183,50,25,50.6,5
STU13184,40,27,67.5,0
STU13185,50,34,67.1,3
STU13186,50,35,70.2,5
STU13187,50,35,70.0,8
STU13188,40,29,71.6,1
STU13189,40,33,82.9,5
STU13190,50,25,50.7,5
STU13191,45,36,80.2,2
STU13192,40,23,57.6,1
STU13193,45,30,67.7,4
STU13194,40,29,72.2,3
STU13195,50,35,70.3,3
STU13196,50,36,72.0,1
STU13197,50,35,69.2,6
STU13198,45,25,56.3,2
STU13199,45,22,48.7,3
STU13200,45,33,72.5,4
STU13201,50,32,63.7,2
STU13202,50,35,69.1,5
STU13203,40,28,70.9,5
STU13204,50,38,76.2,4
STU13205,45,26,58.0,3
STU13206,40,17,41.7,4
STU13207,45,31,70.0,1
STU13208,50,35,70.5,4
STU13209,45,18,40.3,2
STU13210,50,38,75.1,3
STU13211,50,38,75.5,2
STU13212,45,32,71.1,5
STU13213,45,39,87.2,1
STU13214,50,40,79.7,4
STU13215,45,28,63.2,4
STU13216,40,25,63.0,2
STU13217,40,29,72.1,2
STU13218,50,29,58.5,4
STU13219,40,28,69.5,1
STU13220,50,39,77.4,3
STU13221,50,36,71.6,2
STU13222,45,29,63.7,2
STU13223,50,29,58.1,1
STU13224,40,19,47.0,5
STU13225,45,34,76.5,2
STU13226,40,40,100.0,4
STU13227,40,28,70.7,1
STU13228,40,26,64.0,3
STU13229,50,32,63.2,5
STU13230,45,30,66.0,3
STU13231,50,32,64.0,4
STU13232,45,29,63.9,5
STU13233,45,32,71.5,5
STU13234,45,45,100.0,5
STU13235,50,35,69.4,1
STU13236,40,28,68.8,5
STU13237,45,27,61.1,6
STU13238,45,31,69.2,3
STU13239,40,30,75.4,3
STU13240,40,32,80.6,5
STU13241,40,23,58.4,3
STU13242,50,39,77.4,4
STU13243,40,27,68.5,4
STU13244,50,24,48.7,5
STU13245,45,36,79.8,3
STU13246,40,21,53.5,4
STU13247,45,28,61.5,3
STU13248,45,36,79.1,4
STU13249,40,18,45.3,3
STU13250,50,38,75.2,5
STU13251,45,30,66.7,4
STU13252,45,36,80.1,1
STU13253,50,30,59.4,3
STU13254,45,24,54.3,5
STU13255,40,29,72.7,5
STU13256,50,34,67.9,1
STU13257,40,27,67.2,3
STU13258,40,28,68.9,1
STU13259,40,35,87.0,2
STU13260,45,23,51.8,1
STU13261,45,33,72.9,2
STU13262,50,29,57.5,2
STU13263,45,35,78.6,6
STU13264,40,24,59.6,5
STU13265,50,32,64.0,3
STU13266,50,24,47.4,0
STU13267,40,30,76.0,4
STU13268,45,35,78.3,3
STU13269,50,36,72.1,3
STU13270,45,37,82.7,3
STU13271,50,30,59.9,4
STU13272,40,25,63.0,4
STU13273,40,20,50.0,4
STU13274,50,40,80.1,4
STU13275,40,25,63.5,7
STU13276,40,25,61.3,2
STU13277,40,28,68.8,2
STU13278,45,40,89.1,2
STU13279,50,44,88.1,3
STU13280,45,34,76.1,4
STU13281,40,26,65.3,5
STU13282,40,23,58.7,3
STU13283,50,42,83.2,2
STU13284,50,48,95.0,5
STU13285,45,20,43.9,2
STU13286,50,26,52.9,4
STU13287,45,30,67.5,5
STU13288,45,26,57.0,6
STU13289,50,41,82.0,4
STU13290,50,33,65.4,2
STU13291,50,27,54.8,4
STU13292,50,27,53.6,2
STU13293,45,22,49.4,0
STU13294,50,39,77.7,1
STU13295,40,29,73.7,3
STU13296,40,23,56.9,6
STU13297,50,37,74.7,6
STU13298,40,29,72.4,3
STU13299,45,29,64.0,3
STU13300,40,28,68.8,2
STU13301,50,35,69.1,2
STU13302,40,29,72.4,6
STU13303,40,26,65.8,3
STU13304,50,38,75.7,0
STU13305,45,31,68.3,2
STU13306,45,27,59.3,2
STU13307,50,27,54.8,1
STU13308,40,25,61.9,4
STU13309,45,30,66.2,1
STU13310,50,34,67.6,4
STU13311,45,23,51.8,4
STU13312,50,33,65.4,5
STU13313,45,22,50.0,4
STU13314,50,33,66.7,4
STU13315,45,22,49.6,5
STU13316,50,42,83.2,4
STU13317,40,23,57.2,1
STU13318,50,33,66.0,1
STU13319,40,30,76.1,3
STU13320,50,27,53.2,2
STU13321,40,30,74.7,0
STU13322,50,35,69.6,1
STU13323,40,27,68.0,5
STU13324,50,21,42.1,1
STU13325,45,34,75.6,2
STU13326,45,32,71.3,3
STU13327,45,31,68.0,1
STU13328,45,31,68.5,6
STU13329,50,31,61.5,0
STU13330,45,31,69.5,2
STU13331,50,32,63.1,1
STU13332,40,30,75.4,5
STU13333,45,37,81.2,3
STU13334,45,26,58.6,8
STU13335,45,30,66.6,4
STU13336,45,21,45.6,3
STU13337,50,34,67.2,1
STU13338,45,37,82.7,3
STU13339,45,24,52.6,3
STU13340,50,38,75.2,4
STU13341,40,28,69.1,2
STU13342,50,33,66.0,1
STU13343,40,25,63.0,3
STU13344,40,27,67.1,2
STU13345,50,41,82.6,6
STU13346,45,25,55.6,1
STU13347,50,36,72.1,5
STU13348,45,30,66.3,3
STU13349,50,34,67.9,0
STU13350,40,34,85.3,1
STU13351,50,32,64.5,1
STU13352,40,19,48.0,2
STU13353,50,32,64.5,4
STU13354,50,32,64.5,0
STU13355,45,30,66.3,3
STU13356,50,33,66.8,5
STU13357,45,31,69.2,2
STU13358,50,45,89.4,4
STU13359,40,27,67.9,2
STU13360,50,36,72.3,1
STU13361,45,28,61.2,1
STU13362,45,33,73.3,1
STU13363,50,23,46.6,4
STU13364,40,32,79.9,1
STU13365,50,35,69.2,4
STU13366,45,27,60.2,4
STU13367,50,30,59.4,3
STU13368,45,34,75.8,1
STU13369,50,35,70.7,2
STU13370,45,27,59.7,5
STU13371,50,28,55.3,1
STU13372,50,25,50.4,3
STU13373,50,33,66.8,7
STU13374,40,17,43.2,4
STU13375,45,25,56.5,2
STU13376,40,22,55.4,5
STU13377,40,16,41.2,4
STU13378,40,27,68.1,2
STU13379,50,16,32.9,2
STU13380,45,29,63.8,2
STU13381,45,32,71.4,4
STU13382,40,33,81.8,3
STU13383,40,22,55.6,8
STU13384,40,28,69.5,0
STU13385,40,23,57.9,3
STU13386,45,23,50.8,2
STU13387,40,32,79.3,0
STU13388,50,26,51.8,2
STU13389,40,29,73.4,1
STU13390,45,28,63.3,3
STU13391,50,28,56.7,2
STU13392,45,29,64.8,2
STU13393,50,28,56.3,6
STU13394,40,20,50.7,4
STU13395,50,28,55.7,2
STU13396,45,37,82.2,0
STU13397,50,38,76.6,3
STU13398,50,21,41.1,2
STU13399,50,37,73.8,2
STU13400,45,29,64.9,4
STU13401,50,30,59.8,2
STU13402,50,30,60.3,7
STU13403,40,27,66.6,2
STU13404,50,28,55.0,4
STU13405,40,24,61.0,4
STU13406,50,39,77.3,7
STU13407,45,29,65.0,5
STU13408,50,26,51.8,2
STU13409,50,32,64.2,3
STU13410,40,27,67.9,2
STU13411,45,35,76.9,2
STU13412,40,20,50.0,2
STU13413,40,26,65.0,2
STU13414,45,20,43.9,2
STU13415,45,29,64.8,1
STU13416,50,32,64.2,5
STU13417,40,24,59.0,5
STU13418,40,17,43.5,4
STU13419,45,31,68.7,4
STU13420,50,24,48.6,4
STU13421,45,24,52.7,2
STU13422,50,28,57.0,1
STU13423,50,38,75.3,3
STU13424,50,32,63.1,1
STU13425,40,29,72.2,3
STU13426,45,30,65.7,4
STU13427,50,22,43.2,0
STU13428,45,29,64.9,2
STU13429,50,30,60.9,4
STU13430,40,23,57.7,2
STU13431,45,24,52.4,1
STU13432,40,24,60.7,0
STU13433,50,48,96.1,3
STU13434,40,26,66.2,0
STU13435,40,30,74.6,3
STU13436,45,31,69.1,3
STU13437,50,29,58.3,3
STU13438,50,28,55.6,2
STU13439,40,28,70.6,4
STU13440,45,35,77.3,1
STU13441,45,25,56.4,5
STU13442,45,27,60.4,1
STU13443,40,31,77.4,2
STU13444,50,32,64.2,4
STU13445,50,40,80.4,1
STU13446,45,28,63.0,2
STU13447,45,29,64.8,5
STU13448,45,34,76.3,1
STU13449,40,27,68.3,2
STU13450,45,28,63.2,1
STU13451,50,24,47.1,2
STU13452,45,29,65.2,0
STU13453,40,33,83.3,3
STU13454,50,27,54.5,4
STU13455,50,33,65.3,1
STU13456,45,29,64.2,2
STU13457,40,30,75.9,4
STU13458,50,39,77.8,1
STU13459,40,24,60.2,2
STU13460,40,29,72.6,3
STU13461,50,33,65.9,1
STU13462,50,42,84.5,3
STU13463,40,27,68.3,2
STU13464,45,30,67.0,1
STU13465,50,40,80.6,0
STU13466,45,33,72.3,2
STU13467,50,27,54.1,4
STU13468,45,30,66.4,1
STU13469,50,34,67.9,2
STU13470,45,23,50.7,3
STU13471,40,26,66.1,2
STU13472,50,23,45.6,4
STU13473,45,25,55.7,4
STU13474,40,36,91.0,4
STU13475,45,30,66.0,1
STU13476,50,32,63.2,5
STU13477,40,33,81.4,8
STU13478,40,22,55.2,2
STU13479,50,22,43.2,5
STU13480,45,27,59.3,6
STU13481,50,33,66.1,2
STU13482,45,14,30.0,1
STU13483,50,30,59.0,4
STU13484,50,36,73.0,4
STU13485,50,26,51.0,2
STU13486,45,31,68.2,0
STU13487,45,34,76.0,2
STU13488,45,35,78.1,2
STU13489,40,34,84.7,5
STU13490,40,19,48.4,4
STU13491,45,25,55.1,2
STU13492,45,25,55.0,3
STU13493,40,31,76.3,6
STU13494,50,35,69.3,3
STU13495,50,25,50.6,0
STU13496,45,25,55.3,1
STU13497,50,32,64.0,6
STU13498,45,42,93.7,1
STU13499,40,27,66.8,4
STU13500,45,36,80.3,0
STU13501,40,29,72.4,1
STU13502,50,33,65.8,7
STU13503,45,43,94.7,6
STU13504,45,34,76.5,5
STU13505,45,39,86.7,4
STU13506,40,25,63.5,4
STU13507,50,37,73.3,2
STU13508,45,39,85.6,1
STU13509,50,32,63.7,3
STU13510,40,29,71.6,2
STU13511,50,35,69.4,4
STU13512,45,36,79.2,1
STU13513,45,25,55.3,7
STU13514,40,30,74.6,0
STU13515,50,26,52.4,3
STU13516,45,38,85.2,1
STU13517,40,18,44.0,4
STU13518,50,29,58.3,3
STU13519,45,32,71.0,4
STU13520,40,27,67.4,0
STU13521,40,26,64.4,2
STU13522,40,25,61.6,3
STU13523,40,25,63.1,4
STU13524,40,29,72.5,5
STU13525,50,31,61.3,5
STU13526,45,31,68.3,4
STU13527,50,32,63.7,5
STU13528,40,26,65.1,2
STU13529,45,37,82.4,6
STU13530,40,24,60.9,4
STU13531,40,36,89.0,5
STU13532,45,27,59.9,2
STU13533,50,40,79.6,4
STU13534,45,21,46.0,3
STU13535,50,25,49.9,3
STU13536,40,24,59.5,4
STU13537,40,24,59.7,5
STU13538,50,24,48.8,3
STU13539,40,27,68.2,1
STU13540,50,20,40.5,1
STU13541,50,39,77.2,4
STU13542,45,24,53.5,4
STU13543,40,23,57.4,3
STU13544,45,22,49.2,2
STU13545,45,35,78.3,6
STU13546,40,25,63.2,2
STU13547,45,31,68.1,3
STU13548,40,23,58.2,3
STU13549,40,28,70.7,2
STU13550,45,28,63.3,1
STU13551,40,29,72.6,4
STU13552,40,27,67.6,1
STU13553,40,27,68.3,1
STU13554,40,26,65.8,3
STU13555,45,19,42.0,2
STU13556,50,29,58.0,3
STU13557,45,34,75.1,5
STU13558,50,20,39.6,4
STU13559,50,34,68.9,3
STU13560,50,40,79.6,2
STU13561,40,16,40.1,4
STU13562,50,29,58.9,3
STU13563,40,21,52.0,3
STU13564,40,21,53.1,5
STU13565,40,25,62.6,3
STU13566,45,27,60.3,1
STU13567,50,30,60.1,3
STU13568,45,39,87.0,2
STU13569,40,20,49.1,3
STU13570,45,43,95.2,4
STU13571,40,24,59.7,5
STU13572,45,34,75.3,1
STU13573,40,21,51.4,3
STU13574,40,21,52.8,2
STU13575,45,36,79.9,3
STU13576,40,24,59.1,2
STU13577,50,32,63.7,8
STU13578,45,30,66.1,2
STU13579,45,23,51.0,2
STU13580,40,20,50.4,3
STU13581,45,25,56.3,3
STU13582,50,28,55.9,3
STU13583,45,26,56.7,2
STU13584,50,38,75.0,2
STU13585,45,32,71.0,2
STU13586,50,35,69.1,3
STU13587,45,28,62.4,2
STU13588,50,28,55.2,5
STU13589,40,17,42.4,5
STU13590,45,37,82.6,4
STU13591,45,22,48.0,0
STU13592,50,37,73.2,4
STU13593,45,33,73.1,4
STU13594,50,32,64.0,3
STU13595,40,22,55.1,1
STU13596,50,44,87.1,6
STU13597,45,41,91.3,4
STU13598,40,36,89.2,2
STU13599,50,34,69.0,4
STU13600,50,38,75.7,2
STU13601,40,25,63.0,1
STU13602,45,30,67.7,5
STU13603,45,30,65.6,6
STU13604,45,30,66.4,1
STU13605,40,30,75.3,4
STU13606,50,37,73.1,3
STU13607,40,28,68.8,1
STU13608,50,36,71.3,3
STU13609,40,34,84.1,3
STU13610,50,32,63.5,1
STU13611,50,29,58.9,3
STU13612,40,26,64.5,4
STU13613,40,23,58.3,5
STU13614,40,24,60.8,7
STU13615,50,31,61.4,3
STU13616,40,38,94.6,1
STU13617,50,28,56.6,3
STU13618,50,25,50.5,5
STU13619,40,31,77.1,5
STU13620,45,28,63.2,3
STU13621,45,26,57.9,2
STU13622,50,33,65.9,3
STU13623,50,28,55.2,2
STU13624,45,34,75.7,4
STU13625,50,38,75.5,1
STU13626,45,31,68.0,4
STU13627,50,30,60.3,6
STU13628,50,32,63.4,3
STU13629,40,29,73.7,2
STU13630,45,43,94.9,5
STU13631,50,38,76.9,1
STU13632,45,28,61.8,4
STU13633,40,27,66.9,2
STU13634,45,37,81.8,2
STU13635,50,34,68.6,1
STU13636,45,35,77.6,3
STU13637,40,21,53.7,5
STU13638,45,24,52.5,3
STU13639,45,25,55.9,2
STU13640,45,36,79.4,4
STU13641,45,33,72.6,1
STU13642,50,33,66.0,2
STU13643,45,26,57.7,2
STU13644,40,30,74.6,2
STU13645,45,27,61.0,3
STU13646,40,34,84.6,4
STU13647,40,27,66.7,4
STU13648,40,24,61.1,5
STU13649,40,21,53.2,2
STU13650,50,33,66.1,2
STU13651,45,34,75.9,3
STU13652,45,24,52.5,4
STU13653,50,35,70.9,4
STU13654,45,40,88.8,3
STU13655,50,26,51.0,1
STU13656,40,21,52.2,2
STU13657,45,32,71.9,1
STU13658,40,26,64.5,4
STU13659,45,23,51.3,2
STU13660,45,25,56.0,4
STU13661,45,29,63.5,1
STU13662,40,30,73.8,1
STU13663,50,38,76.3,2
STU13664,40,22,55.6,4
STU13665,50,39,77.6,6
STU13666,45,28,62.7,3
STU13667,45,32,71.7,6
STU13668,45,35,78.2,4
STU13669,45,32,71.4,1
STU13670,40,26,66.1,4
STU13671,50,41,82.1,3
STU13672,50,37,73.8,1
STU13673,50,32,64.5,4
STU13674,45,35,78.6,2
STU13675,40,29,73.7,2
STU13676,45,28,63.1,1
STU13677,50,30,59.3,5
STU13678,40,27,68.5,4
STU13679,40,22,53.8,6
STU13680,45,31,69.4,2
STU13681,40,28,70.3,2
STU13682,40,32,79.0,1
STU13683,40,33,81.8,5
STU13684,45,31,68.2,1
STU13685,45,24,54.4,1
STU13686,40,27,67.2,4
STU13687,45,34,76.4,1
STU13688,40,19,47.3,2
STU13689,50,43,85.6,2
STU13690,50,26,52.9,4
STU13691,40,27,66.4,3
STU13692,50,28,55.2,5
STU13693,50,21,42.2,3
STU13694,50,33,65.5,2
STU13695,40,22,56.1,1
STU13696,45,35,77.3,1
STU13697,40,32,81.1,0
STU13698,40,17,43.6,2
STU13699,45,25,56.3,4
STU13700,40,27,67.5,3
STU13701,40,31,78.1,1
STU13702,40,23,57.9,4
STU13703,50,32,63.3,2
STU13704,40,31,77.7,5
STU13705,40,15,36.9,3
STU13706,45,32,72.1,4
STU13707,50,38,75.8,3
STU13708,50,34,67.4,1
STU13709,40,30,74.3,2
STU13710,50,24,48.1,4
STU13711,50,33,66.7,1
STU13712,45,27,59.9,1
STU13713,45,30,66.0,5
STU13714,50,21,42.4,3
STU13715,45,29,65.3,2
STU13716,40,29,73.7,1
STU13717,45,28,62.9,4
STU13718,40,33,83.4,2
STU13719,45,32,70.7,6
STU13720,50,33,66.8,0
STU13721,40,26,64.4,1
