student_id,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score
STU12200,10,22.5,3,10,56.5
STU12201,9,18.6,4,5,72.6
STU12202,9,12.6,1,3,51.7
STU12203,12,8.0,4,7,96.1
STU12204,10,17.9,3,10,79.2
STU12205,11,10.4,3,3,64.3
STU12206,11,9.1,4,10,69.8
STU12207,12,21.6,4,6,60.1
STU12208,10,19.4,3,5,75.0
STU12209,13,16.9,2,12,54.7
STU12210,15,8.8,1,9,52.7
STU12211,10,23.9,6,3,74.3
STU12212,10,20.1,4,8,90.4
STU12213,15,13.5,3,11,60.6
STU12214,8,12.4,3,8,62.7
STU12215,9,15.4,3,2,66.3
STU12216,10,12.6,4,11,64.5
STU12217,14,26.1,1,9,67.6
STU12218,10,13.1,7,2,76.3
STU12219,11,9.7,2,10,68.0
STU12220,8,22.9,7,3,50.9
STU12221,11,12.2,7,11,66.9
STU12222,14,18.9,3,8,75.7
STU12223,16,18.4,5,6,61.6
STU12224,19,14.7,4,14,77.3
STU12225,14,10.1,2,14,82.9
STU12226,18,14.8,6,13,74.9
STU12227,18,9.2,4,12,61.4
STU12228,19,14.9,3,6,88.8
STU12229,9,18.9,5,6,84.3
STU12230,8,23.6,1,10,74.3
STU12231,10,9.6,5,12,67.0
STU12232,12,13.7,4,11,83.9
STU12233,18,12.4,9,13,75.4
STU12234,16,16.4,2,3,83.5
STU12235,24,7.4,3,10,68.3
STU12236,14,10.4,8,13,66.6
STU12237,8,6.5,4,14,51.5
STU12238,10,7.8,6,8,90.8
STU12239,13,11.7,4,4,87.4
STU12240,3,23.4,3,4,64.3
STU12241,17,16.7,8,14,73.6
STU12242,12,15.3,3,3,80.0
STU12243,14,21.7,4,11,79.5
STU12244,15,16.9,4,14,75.5
STU12245,19,17.4,5,6,66.3
STU12246,12,12.6,4,4,68.2
STU12247,12,11.8,7,3,72.0
STU12248,9,8.4,6,13,67.4
STU12249,6,12.0,6,5,94.6
STU12250,10,13.6,7,10,70.3
STU12251,7,16.7,4,2,70.1
STU12252,11,14.8,7,10,68.0
STU12253,9,13.2,7,8,58.2
STU12254,14,10.4,5,3,82.0
STU12255,13,17.0,1,13,51.3
STU12256,14,12.5,2,3,76.1
STU12257,6,16.8,9,6,56.2
STU12258,13,5.4,4,4,77.4
STU12259,13,16.7,2,2,84.7
STU12260,15,18.7,1,9,79.4
STU12261,17,18.1,2,6,62.9
STU12262,16,14.0,3,6,60.0
STU12263,8,19.6,5,7,70.8
STU12264,13,8.6,4,12,58.3
STU12265,7,14.6,3,9,62.8
STU12266,14,14.0,2,5,66.6
STU12267,14,20.2,4,13,78.8
STU12268,10,4.9,2,14,98.1
STU12269,17,9.7,3,4,74.0
STU12270,11,23.7,1,13,64.5
STU12271,10,2.8,0,8,85.7
STU12272,11,19.1,2,2,84.3
STU12273,9,11.5,2,3,81.6
STU12274,7,16.3,4,4,84.6
STU12275,11,22.1,4,6,94.0
STU12276,14,16.5,3,11,42.2
STU12277,18,22.2,3,5,70.6
STU12278,13,12.5,3,13,58.3
STU12279,13,13.2,1,4,78.3
STU12280,8,18.9,1,11,76.4
STU12281,14,12.8,2,5,76.6
STU12282,14,18.0,4,12,66.2
STU12283,7,20.9,4,11,75.8
STU12284,13,19.3,4,8,77.8
STU12285,8,7.1,5,8,67.0
STU12286,9,13.3,6,6,59.0
STU12287,8,16.4,5,6,89.9
STU12288,7,13.8,2,8,81.8
STU12289,9,15.4,5,5,30.0
STU12290,17,16.5,5,12,58.2
STU12291,12,12.4,2,2,66.8
STU12292,9,14.0,6,5,80.3
STU12293,11,9.1,4,10,48.1
STU12294,10,12.6,4,11,56.6
STU12295,8,7.4,4,12,69.1
STU12296,11,15.6,3,13,73.9
STU12297,14,14.0,6,14,63.8
STU12298,10,10.4,7,11,75.7
STU12299,16,23.9,7,11,65.4
STU12300,11,13.8,2,3,53.7
STU12301,7,16.4,3,2,75.7
STU12302,7,11.8,2,10,79.9
STU12303,18,12.9,3,7,83.6
STU12304,11,16.6,6,3,57.0
STU12305,15,13.3,6,8,78.6
STU12306,14,15.0,1,5,76.3
STU12307,17,19.0,6,10,93.9
STU12308,12,12.4,4,12,59.6
STU12309,12,8.3,7,14,73.1
STU12310,10,7.4,2,13,71.5
STU12311,11,22.2,3,7,52.3
STU12312,7,19.7,6,8,88.4
STU12313,17,18.3,5,4,61.1
STU12314,9,12.8,4,7,62.0
STU12315,14,8.3,3,2,69.7
STU12316,11,13.6,4,6,62.1
STU12317,13,14.5,6,11,79.0
STU12318,13,9.3,6,6,72.1
STU12319,10,7.7,7,3,48.1
STU12320,15,6.3,4,7,50.5
STU12321,10,18.3,6,12,77.7
STU12322,12,9.0,4,4,63.1
STU12323,13,16.5,4,5,71.2
STU12324,6,13.0,2,4,75.9
STU12325,12,17.9,2,2,58.5
STU12326,13,16.7,11,2,56.4
STU12327,9,13.8,2,6,79.5
STU12328,6,15.7,4,11,67.1
STU12329,15,14.4,5,7,86.4
STU12330,12,11.9,4,6,79.5
STU12331,12,19.9,3,13,76.1
STU12332,13,12.9,5,5,95.1
STU12333,13,14.6,3,7,65.2
STU12334,13,7.9,7,10,66.3
STU12335,15,16.4,2,5,79.7
STU12336,17,11.9,4,10,71.4
STU12337,16,12.6,7,11,63.5
STU12338,17,10.8,6,8,64.1
STU12339,14,14.4,2,14,56.2
STU12340,14,5.0,5,5,73.2
STU12341,8,18.4,4,11,80.3
STU12342,9,14.8,7,5,71.2
STU12343,15,12.7,6,4,81.4
STU12344,12,7.3,6,8,71.3
STU12345,12,17.2,4,5,68.5
STU12346,7,11.8,4,11,75.8
STU12347,11,21.5,6,5,69.1
STU12348,13,17.4,8,12,71.3
STU12349,15,22.7,0,8,70.9
STU12350,8,15.7,2,8,56.3
STU12351,13,20.4,4,13,75.3
STU12352,9,17.3,1,3,58.4
STU12353,14,12.7,1,9,67.4
STU12354,11,15.9,3,8,97.1
STU12355,12,10.8,4,2,85.1
STU12356,12,25.3,1,11,63.4
STU12357,9,14.5,5,10,60.4
STU12358,11,15.1,3,9,67.5
STU12359,3,16.9,5,2,74.6
STU12360,17,9.6,5,6,50.5
STU12361,10,21.6,5,7,67.2
STU12362,12,9.9,5,9,86.1
STU12363,8,8.7,5,11,68.3
STU12364,8,14.2,3,8,60.3
STU12365,14,8.6,5,6,57.4
STU12366,14,22.8,3,2,57.2
STU12367,15,13.8,3,5,87.3
STU12368,11,1.0,3,10,74.7
STU12369,11,16.0,3,9,71.2
STU12370,14,17.8,5,11,82.2
STU12371,10,12.9,5,11,81.7
STU12372,11,8.2,3,3,71.0
STU12373,10,14.5,3,3,78.3
STU12374,11,12.6,3,9,56.9
STU12375,11,10.1,4,13,70.8
STU12376,7,9.7,5,14,70.5
STU12377,17,15.8,5,4,55.2
STU12378,12,19.5,6,6,67.3
STU12379,17,17.3,4,10,95.9
STU12380,13,6.4,2,3,77.3
STU12381,8,18.1,6,9,70.8
STU12382,7,18.9,5,3,58.9
STU12383,16,22.0,2,4,92.9
STU12384,10,10.3,0,8,84.1
STU12385,13,14.7,6,8,79.9
STU12386,15,17.8,2,6,66.9
STU12387,15,12.4,4,2,45.0
STU12388,12,17.8,3,3,88.1
STU12389,6,14.9,3,8,88.6
STU12390,8,10.8,4,9,71.9
STU12391,12,11.2,3,7,56.2
STU12392,15,21.2,5,4,76.3
STU12393,7,10.0,4,4,69.5
STU12394,8,9.2,5,10,91.0
STU12395,13,16.7,11,4,71.7
STU12396,14,14.8,2,7,70.5
STU12397,6,8.4,4,4,66.3
STU12398,13,12.4,4,14,67.8
STU12399,10,10.9,3,11,58.7
STU12400,8,11.8,6,14,84.4
STU12401,19,27.6,5,4,56.7
STU12402,15,13.5,2,13,70.5
STU12403,10,10.6,6,10,76.0
STU12404,16,25.1,7,9,52.7
STU12405,10,19.4,8,8,65.2
STU12406,10,18.6,2,4,74.0
STU12407,10,10.8,4,12,71.2
STU12408,11,21.0,6,6,71.7
STU12409,4,19.1,5,2,55.3
STU12410,10,15.7,4,3,57.1
STU12411,14,6.4,7,10,79.5
STU12412,13,14.9,2,4,83.7
STU12413,9,23.6,5,6,85.8
STU12414,8,16.1,4,5,71.4
STU12415,13,13.1,3,9,79.2
STU12416,8,13.9,8,12,53.4
STU12417,26,14.2,3,2,56.5
STU12418,12,11.0,4,7,67.6
STU12419,25,14.8,5,7,70.7
STU12420,16,22.2,5,9,66.5
STU12421,8,21.6,8,2,68.2
STU12422,6,11.2,6,5,57.1
STU12423,12,21.4,6,2,64.8
STU12424,8,18.8,4,10,55.6
STU12425,8,18.2,3,7,85.7
STU12426,8,17.2,4,8,59.2
STU12427,10,10.3,5,14,80.1
STU12428,12,13.0,1,2,71.3
STU12429,14,19.2,4,11,78.2
STU12430,12,9.0,2,5,72.6
STU12431,16,9.8,5,12,66.2
STU12432,10,16.5,5,8,66.9
STU12433,14,11.1,3,5,83.5
STU12434,14,19.1,7,12,62.9
STU12435,7,11.2,3,6,68.5
STU12436,13,16.2,2,2,92.2
STU12437,15,16.6,1,4,68.4
STU12438,8,12.6,4,9,72.2
STU12439,12,13.8,5,12,51.3
STU12440,11,11.6,1,14,69.0
STU12441,3,14.9,4,13,70.6
STU12442,13,10.2,4,13,68.6
STU12443,9,13.9,6,13,77.4
STU12444,7,18.7,1,10,70.4
STU12445,8,9.3,6,14,63.1
STU12446,11,12.6,6,9,66.3
STU12447,9,17.6,4,12,77.3
STU12448,14,4.6,5,13,56.3
STU12449,10,24.3,8,5,68.9
STU12450,10,20.2,5,13,73.2
STU12451,10,7.3,3,11,88.1
STU12452,10,4.5,4,2,90.5
STU12453,13,15.1,3,5,77.9
STU12454,9,9.4,3,7,70.9
STU12455,13,19.8,6,3,86.5
STU12456,9,17.0,5,8,83.7
STU12457,17,15.6,4,14,76.7
STU12458,11,12.1,1,4,81.8
STU12459,13,23.0,7,9,67.4
STU12460,9,18.8,0,5,55.2
STU12461,13,18.0,3,10,82.0
STU12462,8,21.0,2,13,68.9
STU12463,10,9.9,3,2,72.6
STU12464,8,21.4,2,11,73.7
STU12465,14,13.7,1,2,83.3
STU12466,14,16.7,5,6,64.0
STU12467,19,14.2,7,10,54.5
STU12468,16,5.6,1,7,75.0
STU12469,10,19.8,2,12,86.3
STU12470,14,5.9,4,3,55.3
STU12471,19,10.2,6,10,74.1
STU12472,8,12.7,2,13,75.4
STU12473,17,5.2,4,8,93.6
STU12474,16,9.5,4,6,78.4
STU12475,15,16.2,3,8,58.8
STU12476,14,13.3,3,12,77.1
STU12477,12,13.7,2,10,73.6
STU12478,18,10.4,4,9,76.1
STU12479,21,15.2,3,9,51.9
STU12480,12,13.4,1,10,57.9
STU12481,10,6.8,2,12,59.5
STU12482,11,14.0,1,4,94.0
STU12483,11,8.8,8,2,72.6
STU12484,11,19.5,6,13,60.9
STU12485,12,13.0,3,13,75.0
STU12486,11,27.6,5,5,74.6
STU12487,9,19.8,2,10,77.2
STU12488,8,14.3,6,11,58.8
STU12489,13,17.9,3,2,74.9
STU12490,11,4.6,4,11,67.0
STU12491,8,19.8,2,13,63.2
STU12492,14,10.9,3,2,87.2
STU12493,8,15.4,6,7,88.2
STU12494,16,11.4,4,5,75.2
STU12495,8,11.9,2,2,65.6
STU12496,11,14.1,5,5,73.3
STU12497,12,15.4,4,12,30.1
STU12498,7,14.9,7,7,90.0
STU12499,7,15.0,6,9,91.0
STU12500,20,6.9,4,10,90.5
STU12501,10,26.7,5,11,61.8
STU12502,12,16.2,2,13,71.8
STU12503,7,17.2,5,7,87.3
STU12504,10,13.3,5,14,54.8
STU12505,14,10.6,3,3,74.7
STU12506,15,15.8,2,14,66.4
STU12507,12,16.4,5,13,46.3
STU12508,10,21.5,8,7,78.4
STU12509,16,25.4,5,2,74.4
STU12510,14,22.4,4,2,73.1
STU12511,6,6.2,3,2,58.5
STU12512,18,12.7,4,14,85.9
STU12513,16,16.7,4,7,76.7
STU12514,16,13.0,3,13,77.3
STU12515,10,14.8,1,12,83.4
STU12516,15,4.3,3,8,79.0
STU12517,7,19.6,4,2,64.3
STU12518,10,5.6,4,13,78.1
STU12519,10,7.1,5,4,73.0
STU12520,6,9.9,2,4,72.8
STU12521,11,14.5,2,8,79.2
STU12522,14,6.9,4,5,59.9
STU12523,16,9.7,2,10,41.6
STU12524,12,20.7,7,10,67.9
STU12525,10,14.4,3,11,52.3
STU12526,9,17.2,1,5,67.4
STU12527,13,8.8,2,4,51.8
STU12528,12,14.7,5,14,72.9
STU12529,19,14.3,3,14,70.7
STU12530,10,11.0,0,7,71.0
STU12531,18,14.7,5,10,78.8
STU12532,11,5.5,1,11,85.5
STU12533,12,17.2,7,9,64.9
STU12534,19,13.0,4,8,74.6
STU12535,10,13.7,5,8,74.7
STU12536,15,19.3,7,6,54.4
STU12537,8,17.2,3,10,82.7
STU12538,10,13.4,3,3,61.0
STU12539,16,9.4,2,14,62.9
STU12540,16,21.6,1,12,68.2
STU12541,12,8.3,3,6,59.4
STU12542,19,18.1,2,6,61.8
STU12543,12,7.0,3,6,77.7
STU12544,16,19.6,1,9,57.7
STU12545,13,20.1,5,14,83.0
STU12546,19,5.4,1,2,60.6
STU12547,9,17.2,2,13,81.4
STU12548,8,16.8,3,12,77.1
STU12549,10,18.5,3,5,59.3
STU12550,13,16.8,2,2,60.4
STU12551,23,10.2,6,6,78.8
STU12552,11,13.9,5,8,84.5
STU12553,13,23.3,2,3,72.4
STU12554,7,9.5,1,3,85.6
STU12555,11,16.6,5,13,86.3
STU12556,11,20.8,6,8,61.5
STU12557,7,10.0,5,3,87.7
STU12558,8,7.9,6,13,80.0
STU12559,11,8.7,4,12,61.9
STU12560,13,17.0,7,3,64.9
STU12561,21,8.6,3,7,85.6
STU12562,14,14.3,3,6,90.0
STU12563,16,21.9,3,2,69.9
STU12564,10,14.7,4,12,100.0
STU12565,13,11.1,4,8,90.6
STU12566,7,15.6,4,3,80.4
STU12567,13,14.7,4,3,79.1
STU12568,7,17.3,3,13,79.3
STU12569,9,23.1,4,4,53.6
STU12570,14,17.0,4,10,65.0
STU12571,7,25.2,5,2,71.7
STU12572,8,17.3,3,13,67.8
STU12573,8,11.2,4,13,79.9
STU12574,14,26.4,5,13,74.3
STU12575,6,14.4,2,9,79.2
STU12576,5,9.7,2,3,69.9
STU12577,15,26.6,5,12,88.1
STU12578,8,11.3,5,10,74.9
STU12579,6,11.1,3,6,69.6
STU12580,11,12.2,6,10,80.4
STU12581,10,15.8,6,12,81.3
STU12582,10,19.7,4,13,73.3
STU12583,16,1.8,5,11,54.2
STU12584,18,19.6,2,10,84.0
STU12585,14,12.2,3,6,53.1
STU12586,9,12.9,5,3,56.3
STU12587,10,23.6,2,10,73.6
STU12588,9,16.1,6,9,67.1
STU12589,15,17.2,4,4,73.3
STU12590,14,14.8,5,2,90.0
STU12591,11,18.8,3,6,77.5
STU12592,15,23.1,7,3,63.5
STU12593,16,2.6,3,10,82.8
STU12594,9,20.4,2,6,55.8
STU12595,15,22.7,2,8,64.9
STU12596,11,17.5,4,2,71.9
STU12597,12,11.6,4,2,65.4
STU12598,11,9.2,1,9,80.7
STU12599,11,26.8,4,9,72.9
STU12600,8,10.5,3,13,76.0
STU12601,11,22.6,4,9,73.9
STU12602,13,17.0,5,8,83.7
STU12603,11,25.2,8,6,60.6
STU12604,9,13.4,1,2,52.7
STU12605,10,7.0,4,9,81.3
STU12606,11,15.0,3,11,63.8
STU12607,11,7.6,1,12,60.7
STU12608,9,28.4,5,8,74.1
STU12609,12,18.1,5,13,75.2
STU12610,5,18.9,3,13,85.6
STU12611,12,18.9,1,13,73.7
STU12612,17,11.5,7,4,72.8
STU12613,10,14.3,7,8,64.3
STU12614,12,15.6,5,6,90.5
STU12615,14,24.7,8,11,85.9
STU12616,9,9.2,5,12,51.3
STU12617,15,11.4,4,11,89.2
STU12618,16,13.2,6,11,65.2
STU12619,14,11.6,5,5,85.1
STU12620,10,7.7,3,2,77.0
STU12621,16,1.5,2,11,83.9
STU12622,15,5.9,5,3,83.0
STU12623,10,20.5,3,3,77.6
STU12624,12,15.0,4,11,80.6
STU12625,12,19.2,5,13,62.1
STU12626,16,12.1,3,3,100.0
STU12627,16,14.5,5,10,63.7
STU12628,8,23.1,5,7,77.0
STU12629,6,22.8,4,14,73.2
STU12630,6,19.7,4,6,76.9
STU12631,14,16.0,2,11,59.5
STU12632,8,17.6,4,5,72.3
STU12633,10,16.9,4,10,62.3
STU12634,13,14.2,1,10,52.1
STU12635,14,13.0,3,11,66.9
STU12636,11,20.6,3,13,93.6
STU12637,17,8.5,4,8,65.5
STU12638,11,22.4,3,6,77.3
STU12639,11,13.6,5,7,78.3
STU12640,12,8.4,1,4,82.7
STU12641,11,12.3,10,3,74.3
STU12642,15,10.6,3,11,82.4
STU12643,9,12.1,8,11,78.0
STU12644,12,12.0,2,5,91.2
STU12645,12,11.8,2,4,62.2
STU12646,14,13.5,5,5,83.9
STU12647,13,14.7,3,11,76.3
STU12648,11,18.8,7,12,66.0
STU12649,7,13.8,2,2,71.8
STU12650,15,16.6,6,2,93.4
STU12651,9,15.0,5,7,71.2
STU12652,9,17.7,4,12,83.4
STU12653,9,15.2,3,11,75.5
STU12654,8,11.8,1,5,88.5
STU12655,7,10.4,0,3,70.4
STU12656,14,16.1,6,4,84.7
STU12657,17,21.4,4,9,68.4
STU12658,10,13.9,5,7,75.0
STU12659,9,11.5,5,3,58.0
STU12660,10,13.7,1,8,60.5
STU12661,7,12.2,6,3,72.6
STU12662,9,11.7,4,2,70.9
STU12663,6,7.8,3,6,52.8
STU12664,10,13.8,6,13,75.2
STU12665,11,16.2,4,11,74.1
STU12666,8,9.6,5,10,61.2
STU12667,13,10.6,4,6,84.3
STU12668,8,10.3,5,2,72.7
STU12669,10,8.1,2,3,60.6
STU12670,11,10.2,5,5,81.4
STU12671,13,14.0,2,6,48.8
STU12672,10,8.3,5,3,52.3
STU12673,10,14.3,2,4,55.4
STU12674,9,11.5,3,7,75.1
STU12675,15,10.4,2,7,79.6
STU12676,17,16.9,2,11,61.9
STU12677,12,11.8,4,2,76.7
STU12678,12,12.6,2,11,88.6
STU12679,13,21.5,6,9,65.0
STU12680,17,10.4,8,12,55.3
STU12681,7,22.8,5,7,100.0
STU12682,17,13.3,4,4,74.7
STU12683,13,9.3,0,3,57.6
STU12684,14,12.2,4,12,65.9
STU12685,16,15.3,5,10,41.9
STU12686,7,21.3,7,12,59.3
STU12687,12,19.0,10,9,73.6
STU12688,14,15.3,6,4,75.3
STU12689,10,21.3,3,8,51.3
STU12690,16,5.6,6,8,77.3
STU12691,9,16.2,3,13,67.2
STU12692,14,16.5,3,2,76.1
STU12693,14,16.6,2,7,89.1
STU12694,10,6.9,4,4,81.3
STU12695,8,9.9,8,11,71.9
STU12696,12,14.2,5,4,67.7
STU12697,10,20.6,2,6,61.0
STU12698,8,24.6,2,14,55.9
STU12699,11,11.7,5,7,61.7
STU12700,7,8.5,4,10,81.3
STU12701,11,19.1,3,14,68.9
STU12702,14,28.1,5,6,51.6
STU12703,10,20.5,4,4,64.7
STU12704,13,11.3,3,2,86.4
STU12705,18,29.3,6,13,67.9
STU12706,15,18.4,5,4,54.6
STU12707,9,11.0,2,5,75.8
STU12708,14,24.7,5,11,74.0
STU12709,13,10.7,3,8,63.9
STU12710,16,11.9,3,6,75.9
STU12711,14,18.6,4,4,75.5
STU12712,17,14.9,9,10,72.7
STU12713,13,15.2,0,14,87.8
STU12714,8,15.2,2,11,75.2
STU12715,18,20.6,4,7,71.2
STU12716,8,3.4,7,6,73.6
STU12717,7,16.4,4,8,74.6
STU12718,10,13.5,2,14,77.0
STU12719,13,11.2,4,13,71.3
STU12720,14,11.2,5,11,89.8
STU12721,2,1.8,2,2,59.8
STU12722,10,11.0,5,9,82.0
STU12723,10,21.5,4,8,65.9
STU12724,15,19.2,3,14,72.3
STU12725,12,14.0,3,6,85.7
STU12726,10,7.9,6,7,79.5
STU12727,20,19.1,3,10,73.0
STU12728,18,21.5,5,2,70.9
STU12729,13,20.2,3,12,58.2
STU12730,9,10.2,6,4,88.1
STU12731,17,10.7,5,14,73.4
STU12732,13,23.3,4,12,78.0
STU12733,7,9.0,7,14,88.3
STU12734,10,17.4,4,10,68.3
STU12735,8,6.1,3,4,58.6
STU12736,7,13.5,4,7,63.7
STU12737,14,17.9,4,11,58.3
STU12738,11,14.9,5,3,92.5
STU12739,15,17.6,4,10,66.4
STU12740,7,8.9,8,6,49.4
STU12741,7,10.9,4,9,55.1
STU12742,12,17.4,7,3,97.0
STU12743,18,18.5,7,12,75.4
STU12744,14,16.1,9,9,82.7
STU12745,14,19.7,6,13,56.6
STU12746,16,6.7,6,6,84.9
STU12747,12,12.7,8,4,56.7
STU12748,10,24.1,5,14,69.1
STU12749,12,21.4,3,7,75.5
STU12750,11,18.2,6,7,72.2
STU12751,11,14.2,2,12,74.3
STU12752,9,20.2,3,9,62.6
STU12753,12,17.1,7,8,69.4
STU12754,19,7.4,6,10,59.0
STU12755,15,20.0,2,2,88.8
STU12756,17,10.7,1,9,70.6
STU12757,8,18.8,1,2,59.4
STU12758,8,6.9,3,10,93.2
STU12759,13,23.0,3,12,66.3
STU12760,15,13.6,1,11,81.1
STU12761,14,9.5,3,4,65.9
STU12762,11,11.6,5,4,73.0
STU12763,8,13.3,3,13,80.2
STU12764,10,15.0,4,13,69.4
STU12765,8,21.6,3,4,78.3
STU12766,12,15.4,4,2,85.8
STU12767,15,4.1,7,8,60.7
STU12768,12,8.9,3,13,51.5
STU12769,11,28.8,1,5,66.9
STU12770,12,15.7,3,4,82.8
STU12771,15,19.8,3,6,65.8
STU12772,7,13.5,2,13,86.0
STU12773,10,10.0,4,2,79.1
STU12774,8,12.6,3,12,79.8
STU12775,10,15.6,6,6,70.4
STU12776,16,12.7,4,3,64.3
STU12777,7,24.6,4,9,69.6
STU12778,10,11.9,3,10,72.2
STU12779,12,9.7,4,10,71.9
STU12780,16,19.0,3,4,73.2
STU12781,12,19.7,8,9,68.2
STU12782,11,15.1,7,3,67.3
STU12783,12,12.0,4,2,85.4
STU12784,13,5.5,2,2,60.9
STU12785,15,21.1,3,8,69.6
STU12786,7,19.3,2,12,90.4
STU12787,14,12.8,7,2,70.4
STU12788,15,15.3,1,7,82.5
STU12789,13,13.9,1,9,65.6
STU12790,13,23.1,2,14,59.8
STU12791,10,9.8,4,11,93.6
STU12792,13,11.9,2,13,59.9
STU12793,12,11.4,3,5,72.1
STU12794,18,16.6,6,3,90.6
STU12795,12,15.3,4,14,58.3
STU12796,12,16.0,13,12,79.8
STU12797,11,10.6,6,12,78.3
STU12798,9,22.4,3,5,72.1
STU12799,7,12.7,5,10,93.5
STU12800,6,20.9,5,3,75.2
STU12801,10,30.7,5,6,73.4
STU12802,4,10.6,5,12,61.9
STU12803,11,16.7,5,3,71.3
STU12804,10,14.3,7,2,79.3
STU12805,9,25.2,6,13,82.2
STU12806,11,13.6,6,10,80.6
STU12807,10,16.2,1,6,52.1
STU12808,12,16.1,7,7,71.5
STU12809,7,14.5,5,7,62.5
STU12810,15,18.8,5,9,54.5
STU12811,12,15.5,3,5,64.9
STU12812,14,17.4,2,2,66.8
STU12813,13,16.1,4,8,60.5
STU12814,9,12.0,3,7,72.3
STU12815,18,13.7,2,8,80.9
STU12816,8,17.8,5,9,77.9
STU12817,11,17.8,3,6,66.8
STU12818,10,21.2,8,7,82.0
STU12819,17,24.3,6,14,64.4
STU12820,11,12.4,5,14,90.9
STU12821,15,15.7,9,3,74.5
STU12822,16,14.0,5,6,82.4
STU12823,17,9.5,5,4,66.4
STU12824,9,17.8,1,6,69.2
STU12825,12,18.9,4,10,73.2
STU12826,17,9.6,2,4,70.6
STU12827,14,13.1,3,13,67.4
STU12828,17,12.6,3,4,56.2
STU12829,7,7.5,4,2,64.8
STU12830,15,14.8,7,13,58.7
STU12831,14,9.3,5,2,51.5
STU12832,11,15.8,1,8,74.4
STU12833,13,16.3,5,10,62.8
STU12834,9,17.0,7,3,86.7
STU12835,9,17.2,3,3,63.4
STU12836,11,22.7,3,2,61.5
STU12837,7,11.0,5,6,84.4
STU12838,14,11.2,2,11,78.9
STU12839,12,18.3,3,8,83.8
STU12840,10,14.3,2,2,68.9
STU12841,13,20.6,4,12,52.5
STU12842,10,17.8,3,9,79.4
STU12843,9,24.6,4,2,82.8
STU12844,11,14.5,2,2,68.5
STU12845,16,7.6,3,5,91.2
STU12846,5,16.7,0,3,78.5
STU12847,9,14.6,3,13,72.2
STU12848,13,17.7,5,14,79.2
STU12849,19,18.3,3,10,61.5
STU12850,8,12.3,5,11,73.4
STU12851,13,10.0,6,3,56.0
STU12852,18,14.3,7,8,74.1
STU12853,14,3.1,3,3,74.2
STU12854,12,15.4,8,2,74.5
STU12855,14,13.0,1,10,70.2
STU12856,16,19.3,3,12,60.5
STU12857,11,5.1,2,5,96.4
STU12858,13,15.0,3,13,60.6
STU12859,13,22.9,4,8,58.3
STU12860,13,18.4,2,2,70.9
STU12861,16,19.9,4,9,70.5
STU12862,10,16.7,5,14,74.4
STU12863,14,6.7,4,7,80.8
STU12864,10,15.8,7,3,60.3
STU12865,9,17.0,4,10,87.8
STU12866,13,9.6,3,2,68.0
STU12867,11,14.4,3,10,53.3
STU12868,14,1.0,0,11,77.4
STU12869,10,13.3,3,3,70.1
STU12870,14,12.8,4,7,73.8
STU12871,16,22.0,4,10,82.4
STU12872,14,12.0,6,4,87.2
STU12873,11,13.7,4,13,61.3
STU12874,15,14.6,4,4,44.2
STU12875,6,12.0,5,4,67.7
STU12876,12,18.6,2,10,64.9
STU12877,15,5.0,6,3,69.2
STU12878,7,20.7,3,5,53.2
STU12879,9,14.9,3,9,67.1
STU12880,8,21.5,3,12,62.8
STU12881,14,1.3,7,9,59.6
STU12882,20,2.8,6,6,51.5
STU12883,11,13.5,5,3,66.7
STU12884,14,17.5,4,7,85.8
STU12885,17,12.2,5,9,67.6
STU12886,9,17.9,4,3,49.3
STU12887,14,19.9,4,5,91.4
STU12888,11,18.3,3,5,50.6
STU12889,8,15.5,3,13,70.7
STU12890,11,15.5,3,10,64.4
STU12891,10,11.9,4,11,64.3
STU12892,9,14.7,7,2,65.2
STU12893,12,9.9,2,10,78.6
STU12894,13,11.1,4,9,70.7
STU12895,13,17.6,6,2,82.3
STU12896,14,12.7,4,11,99.8
STU12897,11,11.3,5,7,80.4
STU12898,13,17.2,2,14,79.7
STU12899,18,16.9,4,12,68.2
STU12900,8,13.9,6,11,82.1
STU12901,9,14.3,5,3,74.7
STU12902,13,17.1,2,13,65.2
STU12903,13,19.8,6,4,72.1
STU12904,7,16.0,6,13,66.4
STU12905,4,9.0,3,6,80.4
STU12906,16,13.9,6,9,54.8
STU12907,13,13.0,2,7,71.1
STU12908,15,9.7,6,10,81.6
STU12909,8,17.5,6,13,86.1
STU12910,8,17.9,5,14,68.8
STU12911,11,18.6,10,12,80.9
STU12912,7,10.0,5,2,85.4
STU12913,12,15.8,5,6,70.1
STU12914,6,15.0,3,5,88.7
STU12915,12,16.5,1,9,67.6
STU12916,8,15.6,7,14,56.2
STU12917,9,14.9,4,6,63.0
STU12918,14,14.3,2,10,70.4
STU12919,10,20.5,3,3,81.4
STU12920,15,10.7,3,9,55.4
STU12921,14,14.1,3,14,72.3
STU12922,13,20.4,5,2,90.1
STU12923,13,10.9,5,9,67.9
STU12924,12,11.2,3,10,77.5
STU12925,13,18.7,7,12,72.3
STU12926,5,7.9,5,4,72.2
STU12927,11,18.3,2,3,59.7
STU12928,14,12.6,3,13,57.9
STU12929,14,17.1,5,14,73.3
STU12930,7,8.9,4,6,78.5
STU12931,21,20.9,5,10,78.1
STU12932,18,8.9,6,9,80.0
STU12933,13,18.6,1,2,77.8
